data,ativo,valor
2020-06-29,ETH-USD,7.648223876953125
2020-06-29,USDT-USD,0.010142028331756592
2020-06-30,BTC-USD,132.998046875
2020-06-30,ETH-USD,4.66162109375
2020-06-30,USDT-USD,0.00938504934310913
2020-07-01,BTC-USD,205.01953125
2020-07-01,ETH-USD,7.920379638671875
2020-07-01,USDT-USD,0.009245038032531738
2020-07-02,BTC-USD,238.33984375
2020-07-02,ETH-USD,6.9349212646484375
2020-07-02,USDT-USD,0.02155393362045288
2020-07-03,BTC-USD,143.5498046875
2020-07-03,ETH-USD,4.7153472900390625
2020-07-03,USDT-USD,0.020390987396240234
2020-07-04,BTC-USD,129.666015625
2020-07-04,ETH-USD,4.9208221435546875
2020-07-04,USDT-USD,0.014133989810943604
2020-07-05,BTC-USD,185.16796875
2020-07-05,ETH-USD,5.312225341796875
2020-07-05,USDT-USD,0.00879603624343872
2020-07-06,BTC-USD,316.810546875
2020-07-06,ETH-USD,15.103179931640625
2020-07-06,USDT-USD,0.013125956058502197
2020-07-07,BTC-USD,158.8017578125
2020-07-07,ETH-USD,8.46319580078125
2020-07-07,USDT-USD,0.013159990310668945
2020-07-08,BTC-USD,200.8359375
2020-07-08,ETH-USD,9.910491943359375
2020-07-08,USDT-USD,0.007714986801147461
2020-07-09,BTC-USD,196.3798828125
2020-07-09,ETH-USD,7.3930206298828125
2020-07-09,USDT-USD,0.009205996990203857
2020-07-10,BTC-USD,169.4697265625
2020-07-10,ETH-USD,6.15325927734375
2020-07-10,USDT-USD,0.011739015579223633
2020-07-11,BTC-USD,94.046875
2020-07-11,ETH-USD,3.1962432861328125
2020-07-11,USDT-USD,0.006671011447906494
2020-07-12,BTC-USD,121.96875
2020-07-12,ETH-USD,5.540924072265625
2020-07-12,USDT-USD,0.007799983024597168
2020-07-13,BTC-USD,82.1123046875
2020-07-13,ETH-USD,6.0781402587890625
2020-07-13,USDT-USD,0.01027005910873413
2020-07-14,BTC-USD,112.1806640625
2020-07-14,ETH-USD,4.2075958251953125
2020-07-14,USDT-USD,0.008187949657440186
2020-07-15,BTC-USD,103.3916015625
2020-07-15,ETH-USD,4.3065185546875
2020-07-15,USDT-USD,0.007345974445343018
2020-07-16,BTC-USD,125.365234375
2020-07-16,ETH-USD,7.3850860595703125
2020-07-16,USDT-USD,0.00924903154373169
2020-07-17,BTC-USD,93.0517578125
2020-07-17,ETH-USD,2.3050994873046875
2020-07-17,USDT-USD,0.0075730085372924805
2020-07-18,BTC-USD,130.1591796875
2020-07-18,ETH-USD,4.219085693359375
2020-07-18,USDT-USD,0.010850012302398682
2020-07-19,BTC-USD,103.765625
